User,Video,Time,Topic,Description
27725325958,VID-20240601-WA0000,18,Outfit Recommendations, Fashionable T-Shirts;  Social Media Interactions;  Fashionable Screenshots;  Social Media;  Social Media and Platforms;  Smiling for the Camera;  Campus Life;  Social Media;  Captions;  Social Media
27725325958,VID-20240601-WA0000,18,Workplace/Interpersonal Relationships, Social Media;  Apparel List; Others;  Social Media for Business;  Personal Style;  Social Media;  Workplace/Interpersonal Relationships;  Mobile Phone Review;  Product Review;  Technology;  Friends and Followers
27725325958,VID-20240601-WA0000,2,Celebrity Entertainment, Surprise;  Fashion Show
27725325958,VID-20240601-WA0000,12,Medical Health, Medical Health;  Medical Procedures;  Personal Technology;  Humor;  Fashion Photography;  Gadgets/Electronics;  Humor
27725325958,VID-20240601-WA0000,8,Music, Music Performance;  Music Technology;  Music;  Performance
27725325958,VID-20240601-WA0000,2,Technology, Smartphone
27725325958,VID-20240601-WA0000,2,Food, Food
27725325958,VID-20240601-WA0000,12,Dance, Dance Performances;  Dance;  Dance;  Workplace Culture;  Technology and Dance;  Office Life
27725325958,VID-20240601-WA0000,2,Workplace/Interpersonal Relationships, Workplace Culture
27725325958,VID-20240601-WA0000,2,Satirical Parody, Humorous Moments
27725325958,VID-20240601-WA0000,62,Satirical Parody, Office Humor;  Glasses;  Fashion Trends;  Humor/Satire;  Humorous/Satirical Captions;  Fashion and Appearance Controversies;  Gadgets and Accessories;  Humor;  Clothing Styles;  Shirts;  Fashion Hilarity;  Higher Education;  Technology Humor;  Science and Technology Controversies;  Workplace Humor;  Political Humor;  Electronics;  Humor;  Wearable Technology;  Product Review;  Humor;  Clothing Style;  Wearable Technology;  Outfit Recommendations;  Technology and Society;  Workplace/Interpersonal Relationships;  Popular Science;  Fashion Trend;  Gadget Review
27725325958,VID-20240417-WA0028,20,Fitness and Beauty, Social Media Posts;  Motivational/Inspirational;  Clothing Style;  Fashion Show;  Video Content;  Motivational Speech;  Outfit Recommendations;  Fashionable Outfits for Men;  Fashion Photography;  College Life;  Motivational;  Fashion and Style;  Audio Equipment
27725325958,VID-20240417-WA0028,174,Outfit Recommendations, Fashion for Breastfeeding Women;  Motivational Speeches;  Clothing Styles;  Product Review;  Product Usage;  Inspirational Messages;  Fashion for Men with Short Nails;  Workplace Motivation;  Communication Skills;  Motivational/Inspirational;  Fashion for Infants;  Outfit Ideas;  Leadership;  Social Media and Online Video;  Fashion for Women with Beards;  Fashion for Men with Facial Hair and Glasses;  Inspirational Messages;  Fashion for Plus-Size Men;  Visual Effects;  Fashionable Outfits;  Fashion and Beauty Tips;  Fashion for Petite Women;  Fashion for Winter;  Fashion for Overweight Women;  Fashionable Outfits;  Fashion Tips;  Fashion for Tall Women;  Fashion for Special Occasions;  Product Comparison;  Product Review;  Fashion for Men with Thick Hair;  Workplace Communication;  Personal Development;  Social Media Influence/Hashtags;  Fashion for Short Women;  Technology News;  Fashion Photography;  Product Reviews;  Skill Sharing;  Fashion for Fall;  Career Development and Inspiration;  Motivational/Inspirational;  Technology in Popular Culture;  Inspirational/Motivational;  Fashion for Men with Curly Hair;  Clothing Brands;  Fashion for Women with Short Hair;  Motivational;  Motivational Advice;  Fashion for Obese Women;  Emotional Support;  Fashion for Work;  Fashion for Boys;  Outfit Recommendations;  Clothing Trends;  Clothing Style;  Motivational Videos;  Fashion for Curvy Women;  Tutorials and Instructional Content;  Social Media and Online Videos;  Campus Life;  Video;  Fashion Trends;  Fashion Showcase;  Motivational/Inspirational;  Medical Health;  Fashion for Men with Beards and Mustaches and Long Nails;  Fashion Show;  Fashion for Men with Glasses and Long Nails;  Campus Life and Culture;  Product Recommendation;  Gadgets and Accessories;  Technology in Media;  Product Feature;  Fashion for Men with Thin Hair;  Fashionable Clothing;  Personal Development and Motivation;  Motivational Speech;  Fashion for Travel;  Motivational;  Product Showcase;  Fashion Advice;  Fashion for Men with Beards;  Campus Life;  Text-to-Speech Editing;  Personal Development;  Video/Audio Content;  Fashion for Kids;  Personal Development;  Motivational Speeches;  Fashion for Plus-Size;  Fashion for Men with Beards and Mustaches;  Fashion for Summer;  Street Interviews with Celebrities;  Fashion for Special Needs Children;  Workplace Communication;  Fashion for Pregnant Women;  Fashion for Women with Long Hair;  Fashion for Curvy Men;  Fashion Trends for Women;  Fashion Advice;  Self-Development;  College Life;  Fashion for Men with Straight Hair;  Fashion for Men with Beards and Glasses;  Fashion for Men with Long Hair;  Social Media;  Fashion for Kids with Autism;  Fashion for Toddlers;  Motivational Speech/Message;  Fashion for Men with Short Hair;  Caption/Description;  Fashion Advice;  Product Recommendations;  Fashion for Teens;  Fashion Trends for Men;  Emotional Intelligence;  Fashion for Men with Long Nails;  Fashion Inspiration;  Fashion Photography;  Fashion and Style;  Fashion/Style;  Technology Promotion;  Clothing Styles;  Social Media;  Fashion Inspiration;  Street Style;  Career Development;  Men's Fashion;  Fashion for Girls;  Social Media and Online Influence;  Fashion Trends;  Fashion for School;  Video Content;  Motivational Video;  Clothing and Accessories
27725325958,VID-20240417-WA0028,4,Outfit Recommendations,;  Fashion Trends
27725325958,VID-20240604-WA0002,2,Fitness and Beauty, Yoga and Fitness
27725325958,VID-20240604-WA0002,18,Social and Political News, Social Media Content;  Medical Health;  Medical Health;  Entertainment/Leisure;  Health and Fitness;  Sports;  Emotional Labor;  Fashion Trends;  Football;  Communication
27725325958,VID-20240604-WA0002,42,Fitness and Beauty, Medical Health;  Fashion Trends;  Social Media and Online Presence;  Mobile Applications;  Communication;  Fitness and Beauty;  Office Fashion;  Mobile Apps;  Education and Campus;  Communication;  Fashion Search;  Fashion Video;  Fashion Inspiration;  Sports and Fitness;  Fashion App Features;  Sports;  Time Management;  Business/Workplace;  Sports/Recreation;  Mobile App Features;  Pet Videos;  Media and Entertainment;  Mobile Applications
27725325958,VID-20240604-WA0002,4,Fitness and Beauty, Workplace Culture;  Fitness and Health Apps
27725325958,VID-20240604-WA0002,10,Fitness and Beauty, Fitness and Beauty;  Fitness Technology;  Bodyweight Exercises;  Health and Wellness;  Exercise/Physical Activity
27725325958,VID-20240604-WA0002,4,Technology, Mobile Applications;  Workplace Education and Training
27725325958,VID-20240604-WA0002,4,Popular Science, Popular Science;  Yoga and Meditation
27725325958,VID-20240604-WA0002,2,Outfit Recommendations, Outfit Recommendations
27725325958,VID-20240604-WA0002,2,Film/Variety Editing, Audio Editing;  Product Reviews;  Car Features;  Movie Review
27725325958,VID-20240604-WA0002,32,Social and Political News, College Life;  Medical Health;  Conflict Resolution;  Clothing and Accessories;  Emotional Support;  Emotional Labor;  Conflict Management;  Social/Political Satire;  Emotional Labor;  Social Media; Others;  Social Media and Cyberbullying;  Conflict and Emotional Dynamics;  Social Media and Online Videos;  Social Media;  Social Media and Online Communication;  Social Media and Workplace;  Fashion Trends;  Social Media/Viral Content
27725325958,VID-20240604-WA0002,30,Social and Political News, Social Media; Others;  Science/Technology News;  Clothing Item;  Workplace Dynamics;  Social Media and Online Education;  Social Media Relations;  Entertainment and Media;  Cultural and Historical Context;  Fashion Influencers;  Fashion/Beauty Tips;  Sports Equipment;  Social Media and Online Platforms;  Social Media and Workplace Dynamics;  Cultural and Social Commentary
27725325958,VID-20240604-WA0002,10,Social and Political News, Controversies and Conflicts;  Medical Health;  Fashion News and Trends;  Conflicts;  Campus Life and Culture;  Workplace Ethics and Culture;  Technology News and Trends;  Social Media
27725325958,VID-20240604-WA0002,20,Film/Variety Editing, Social Media;  Fashion Trends;  Tutorial/How-To;  How-to and Tutorials;  Workplace/Interpersonal Relationships;  Video Editing and Creation;  Video Editing/Creating;  Social Media and Online Video Platforms;  Video Tutorials;  Product Showcase and Reviews;  Personal Style;  Social Media and Online Video Platforms
27725325958,VID-20240604-WA0002,10,Social and Political News, Video Content;  Political Discussions;  Social Media/Viral Videos;  Personal Growth and Self-improvement;  Social Media;  TikTok;  Social Media
27725325958,VID-20240420-WA0028,16,Social and Political News, College Life;  Social Media Influence;  Social Media Live Streams;  Social Media;  Fashion Inspiration;  Fashion Trends;  Office Decor/Productivity;  Group Dynamics;  Social Media and Apps;  Social Media
27725325958,VID-20240420-WA0028,4,Technology, Learning and Education;  Gadgets and Accessories
27725325958,VID-20240420-WA0028,38,Outfit Recommendations, Product Demo;  Fashion Show/Virtual Event;  Fashion Show/Modeling;  Visual Effects;  Technology in Daily Life;  Relationships in the Workplace;  Social Media and Streaming Platforms;  Product Showcase;  Fashion Inspiration;  Fashion Inspiration;  Social Media;  Fashion/Style;  Science Experiments;  Fashion Show/Modeling;  College Life;  Product Showcase/Demo;  Creativity and Arts;  Dance;  User Experience/Usability;  Technology in Daily Life;  Social Media/Online Presence;  Product Showcase/Promotion;  Fashion Showcase
27725325958,VID-20240420-WA0028,16,Public Service Advertising, Car Advertisements;  Car Advertising;  Automotive Advertising;  Health Advertisements;  Automotive Advertising;  Advertising;  Fashion Advertisements;  Advertising;  Advertising/Marketing
27725325958,VID-20240420-WA0028,6,Social and Political News, Live Streaming/Social Media;  Live Stream;  Social Media/Online Platforms
27725325958,VID-20240420-WA0028,74,Outfit Recommendations, Social Media;  Office Culture;  Agricultural Machinery;  Medical Health;  Social Media and Online Culture;  Fashion Show;  Social Media;  Vlog/Insights Sharing;  Fashion Trends;  Fashion Show;  Career and Work Experience;  Mobile Apps;  Clothing Styling for Tractor Tours;  Learning Tools;  Social Media/Viral Content;  Communication;  Fashion Show;  Fashion Inspiration;  TikTok Clothing Haul;  Career Advice;  Screenshots and Clips;  Fashionable Clothing/Accessories;  Social Media;  Stop-motion Animation;  Personal Style;  Productivity and Tools;  Social Media Platforms;  Communication Skills;  Clothing Accessories;  Social Media and Collaboration;  Processing Power and Memory;  Product Review;  Campus Life;  Workplace Culture and Decorations;  Campus Life;  Mobile Devices;  Popular Science;  Shoes;  College Life;  Product Reviews;  Fashion and Clothing;  Technology in the Workplace;  Fashion Showcase
27725325958,VID-20240420-WA0028,6,Street Interviews, Street Interviews;  Wearable Technology;  Food in the Workplace
27725325958,VID-20240420-WA0028,10,Outfit Recommendations, Fashion and Clothing;  Popular Science;  Science and Technology;  Campus Fashion;  Fashion Photography;  Fashion Inspiration;  Fashion Accessories
27725325958,VID-20240420-WA0028,2,Games, Entertainment/Leisure Activities
27725325958,VID-20240420-WA0028,8,Technology, Electronics;  Product Review;  Gadgets and Devices;  Campus Life
27725325958,VID-20240420-WA0028,4,Landscape Photography, Gadgets;  Fashion Photography;  Food Photography
27725325958,VID-20240603-WA0013,20,Outfit Recommendations, Clothing Style;  Fashion Advice for Men;  Workplace Fashion/Attire;  Social Media;  Outfit Recommendations;  Social Media Interactions;  Emotional Support;  Social Media;  Technology and Gadgets;  Parody
27725325958,VID-20240603-WA0013,40,Satirical Parody, Medical Health;  Social Media Relationships;  Memorable Moments;  Medical Health;  Relationships in the Workplace/Office;  Social Media and Viral Content;  Outfit Recommendations;  Social Media/Online Platforms;  Mobile Devices;  Social Media;  Fashion Inspiration;  Social Media and Online Culture;  Social Media and Online Platforms;  Social Media/Viral Content;  Social Media/Online Trends;  Social Media;  Emotional Support;  Satirical Parody
27725325958,VID-20240603-WA0013,24,Outfit Recommendations, Social Media;  Mobile Apps;  Beauty and Grooming;  Workplace Communication;  Communication;  Education News;  Popcorn Talk;  Fashion Blogging/Vlogging;  Clothing Styles;  Educational Media;  Fashion Vlogger;  Social Media;  Movie Review;  Educational Content;  Cooking Tips;  Communication
27725325958,VID-20240603-WA0013,14,Product Review,Others;  Product Review;  Product Review;  Personal Development;  Product Review;  Social Media;  Short Skits;  Beards;  Social Media and Apps;  Movie Trailers;  Smartphone Reviews;  Product Review
27725325958,VID-20240603-WA0013,2,Technology, Mobile App/Social Media
27725325958,VID-20240603-WA0013,20,Film/Variety Editing, Video Editing;  Fashion Trends;  College Life;  Personal Productivity;  Video Editing/Production;  Technology News;  People's Opinions;  Technology and Workplace;  Fashion and Style;  Review of a Product
27725325958,VID-20240603-WA0013,20,Film/Variety Editing, Video Calls;  Fashion Tips for Video Calls;  Video Calls;  Technology;  Fashion for Video Calls;  Technology in Daily Life;  Video Calls;  Remote Work/Video Calls;  Online Learning;  Fashion for video calls
27725325958,VID-20240603-WA0013,20,Outfit Recommendations, Style Icons;  Mobile Phones;  Wardrobe Transformation;  Style Personality;  Product Review;  Style Boho;  Style Serendipity;  Technology;  Style Classic;  Style Glamour;  Smartphone Review;  Style Enhancement;  Style Informality;  Style Evolution;  Style Creativity;  Style Nostalgia;  Fashion Faux Pas;  Wardrobe Planning;  Product Review;  Shopping Guides;  Personal Shopping;  Style Guides;  Style Inspiration;  Fashion Photography;  Style Versatility;  Style Imagination;  Animation/Anime;  Style Discovery;  Vlog/Insights Sharing;  Style Authenticity;  Style Maintenance;  Style Femininity;  Style Timelessness;  Style Accessibility;  Shopping Cart Tips;  Style Resolutions;  Style Playfulness;  Clothing Brand Reviews;  How-To Guides;  Personal Style Blogging;  Style Inspiration;  Style Casual Chic;  Style Personalization;  Style Transitions;  Color Coordination;  Style Sustainability;  Style Joy;  Style Punk;  Style Emotions;  Style Formality;  Style Psychology;  Style Elegance;  Style Rules;  Product Reviews;  Mobile Devices;  Style Relevance;  Style Originality;  Style Assessment;  Style Modesty;  Style Diversity;  Popular Science;  Style Smart Casual;  Fashion Trends;  Fashion Tips;  Style Integration;  Style Comfortability;  Style Adaptation;  Style Masculinity;  Career/Workplace
27725325958,VID-20240603-WA0013,20,Outfit Recommendations, Smartphones;  Workplace Fashion;  Campus Life;  Mobile Phones;  Popular Science;  Plot Summary;  Fashion Inspiration;  Fashion Photography;  Electronic Devices;  Smartphones;  Smartphone Reviews
27725325958,VID-20240603-WA0013,6,Technology, Electronic Devices;  Workplace Fashion;  Professional Attire
27725325958,VID-20240423-WA0023,20,Workplace/Interpersonal Relationships, Working in a Garage;  Fashion Show;  Outfit Recommendations;  Personal Branding/Professional Portfolio;  Live Streaming;  Accessories;  Social Media Interactions;  Wearable Technology;  Customer Service;  Social Media/Viral Content;  Humorous Situations
27725325958,VID-20240423-WA0023,4,Outfit Recommendations, Accessories;  Accessories and Wearables
27725325958,VID-20240423-WA0023,36,Short Skits, Short Skits;  Fashion Accessories;  Fashion Trends;  Conflict Resolution;  Interview Scene;  Workplace/Interpersonal Advice;  Communication;  App/Product Showcase;  Personal Development;  Campus Life;  Personal Experiences;  Fashion Photography;  Technology News and Trends;  Technology;  Workplace Culture
27725325958,VID-20240423-WA0023,2,Social and Political News, Social Media Content
27725325958,VID-20240423-WA0023,18,Social and Political News, Romance and Love;  Social Media Communication;  Social Media;  Fashion Inspiration;  Romantic Messages;  Social Media;  Romantic Messages;  Mobile Technology;  Fashion Show
27725325958,VID-20240423-WA0023,20,Workplace/Interpersonal Relationships,Others;  Social Media Interactions;  Social Media/Online Presence;  Social Media Presence;  Live Streaming Platforms;  Outfit Recommendations;  Social Media;  Social Media Presence;  Social Media/Live Streaming;  Social Media Interaction;  Product Review;  Mobile Devices;  Technology
27725325958,VID-20240423-WA0023,20,Fitness and Beauty,Others;  Beauty Tips;  Live Streaming;  Personal Development;  Outfit Recommendations;  Social Media and Live Streaming Platforms;  Athletics Training and Conditioning;  Communication and Expression;  Social Media;  Live Stream;  Social Media/Online Presence;  Educational Content;  Social Media/Streaming Platforms;  Social Media/Online Interactions;  Personal Finance
27725325958,VID-20240423-WA0023,40,Workplace/Interpersonal Relationships, Social Media Interactions;  Social Media Presence;  Live Streaming on TikTok;  Social Media Influence;  Live Streaming;  Social Media Live Streams;  Humor;  Workplace/Interpersonal Relationships;  Social Media;  Student Life;  Social Media/Viral Videos;  Social Media Interaction;  Live Streaming;  Social Media Influencer Content;  Social Media Presence;  Live Streams on Social Media;  Live Streaming;  Fashion Showcase
27725325958,VID-20240423-WA0023,28,Social and Political News, Social Media in the Workplace;  Campus Life;  Dress Code;  Social Media/Videos;  Educational/Informational;  Social Media/Viral Content;  Campus Life;  Vlog/Insights Sharing;  Fashion Inspiration;  Fashion Trends;  Campus Life and Culture;  Fashion Satire;  Fashion Showcase;  Social Media Platforms
27725325958,VID-20240607-WA0015,20,Workplace/Interpersonal Relationships, Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Fashion Show;  Workplace Dynamics;  Product Showcase;  Technology Talk Show;  Technology Talk Show;  Workplace Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Fashion Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Clothing/Fashion;  Technology Talk Show;  Social Media;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Educational Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Product Review;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Workplace Communication;  Technology Talk Show;  Technology Talk Show;  Social Media;  Technology Trends;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Popular Science;  Technology Talk Show;  Technology Talk Show;  College Life;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show;  Technology Talk Show
27725325958,VID-20240607-WA0015,16,Product Review, Product Review;  Medical Health;  Product Showcase;  Campus Life;  Mobile Devices;  Employee Spotlight/Testimonial;  Fashion Influencers;  Mobile Devices
27725325958,VID-20240607-WA0015,2,Social and Political News, Social Media/Viral Videos
27725325958,VID-20240607-WA0015,2,Education and Campus, Education and Campus Culture
27725325958,VID-20240607-WA0015,2,Outfit Recommendations, Outfit Recommendations
27725325958,VID-20240607-WA0015,4,Education and Campus, Campus Life;  Business and Professional Settings
27725325958,VID-20240607-WA0015,6,Medical Health, Social Media/Online Interactions;  Medical Health
27725325958,VID-20240607-WA0015,8,Outfit Recommendations, Athfit Outfits;  Fashion Trends;  Fashion Influencers;  Educational Resources;  Style Inspiration;  Clothing Trends;  Athswear Outfit;  Athleisure Outfits;  Athswear Outfits;  Communication and Presentations;  Social Media and Online Trends;  Fashionable Clothing;  Professional Appearance;  Party Outfits;  Athswear Style;  Athswear Fashion;  Travel Outfits;  Athswear Outfits;  Street Style;  Athswear Style;  Work Outfits;  Athswear Fashion;  Athswear Trends;  Health News and Trends;  Athstyle Clothing;  Athwear Outfits;  Athswear Fashion;  Casual Outfits;  Athswear Clothing;  Athstyle Outfits;  Clothing Combinations;  Athswear Trends;  Style Inspiration;  Fashion Shows/Events;  Athswear Trends;  Athswear Style;  Date Night Outfits;  Fashion Bloggers;  Athswear Fashion
27725325958,VID-20240607-WA0015,6,Technology, Communication Tools;  Mobile Technology;  Social Media
27725325958,VID-20240607-WA0015,4,Product Review, Product Review/Recommendation;  Mobile Applications
27725325958,VID-20240607-WA0015,6,Public Service Advertising, Social Media Platforms and Applications;  Music Videos;  Social Media Presence;  Mobile Applications;  Educational Events
27725325958,VID-20240607-WA0015,36,Outfit Recommendations, Fashion Trends;  Dubbing/Voiceovers;  Social Media Influence;  Mobile Applications;  Product Review;  Shopping Guide;  Short Skits;  Product Review/Recommendation;  Product Review/Recommendation;  Product/Service Recommendations;  Productivity;  Product/Service Promotion;  Video/Screenshot Analysis;  Product Recommendations;  Mobile Technology;  Campus Life;  Mobile Devices;  Social Media;  Social Media/Apps;  Social Media and Apps;  Mobile Technology;  Product Review/Recommendation
27725325958,VID-20240607-WA0015,10,Outfit Recommendations, Social Media and Online Communities;  Fashion Trends;  Fashion Street Style;  Fashion Inspiration;  Product Recommendations;  Social Media
27725325958,VID-20240607-WA0015,10,Outfit Recommendations, Social Media Posts;  Outfit Recommendations;  Automotive Technology;  Social Media;  Car Technology
27725325958,VID-20240607-WA0015,2,Technology, Fashionable Mobile Devices
27725325958,VID-20240607-WA0015,48,Outfit Recommendations, Fashion Trends;  App Review;  Personal Health;  Others;  Social Media Profiles;  Fashion Inspiration;  Social Media;  Fashion Influencer;  Technology Platforms;  Clothing and Appearance;  Medical Health;  Social Media Profiles;  Social Media/Viral Content;  Product Endorsements;  Social Media Platforms;  Social Media Platforms;  Social Media;  Motivational Quotes;  Entertainment/Media;  Landscape Photography;  TikTok;  Online Learning;  Campus Life;  Screenshots/Videos
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Outfit Recommendations, Penguins;  App/Software;  Fashion Trends;  News and Events
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Product Review, Product Review
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Outfit Recommendations, Fashion Inspiration;  Medical Health;  Gadgets and Accessories
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Cute Pets, Animal Therapy/Pets in Education
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Food, Desserts
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Satirical Parody, Satirical Parody;  Creative Editing/Dubbing
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,20,Creative Editing/Dubbing, Cake Making;  Business/Enterprise;  Productivity and Efficiency;  Business/Workplace Culture;  Style and Fashion Tips;  Video Editing Tips;  Entrepreneurship;  Cake Making;  Entrepreneurship and Business Management;  Fashion Trends;  Entrepreneurship and Business Management
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Satirical Parody, Satirical Parody
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Food, Cooking/Baking
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Product Review, Product Review;  Product Review
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,14,Outfit Recommendations, Workplace Fashion;  Outfit Recommendations;  Fashion and Style;  Outfit Recommendations;  Fashion Inspiration;  Fashion Photography;  Fashion Looks
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Skill Sharing, Skill Sharing;  Popular Science;  Gadgets and Accessories
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Art Creation, Drawing/Painting;  Fashion Trends;  Painting/Drawing
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Creative Editing/Dubbing, Hair and Makeup Hacks;  Education and Campus;  Creative Editing/Dubbing
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Product Review, Product Review;  Portraits
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,8,Art Creation, Visual Arts;  Art Creation;  Artistic Expression;  Painting
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,10,Art Creation, Paintings;  Painting;  Fashion Inspiration;  Visual Art;  Visual Art
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Art Creation, Portraits
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Creative Editing/Dubbing, Beauty and Fashion Tips;  Creative Editing/Dubbing;  Artistic Street Interviews
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,16,Fitness and Beauty, Fitness and Beauty;  Visual Arts;  Painting;  Painting;  Creative Editing/Dubbing;  Portraits;  Creativity and Art;  Visual Art;  Satirical Parody
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,14,Art Creation, Visual Art;  Visual Art;  Painting;  Painting;  Portraits;  Paintings;  Art Education
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Popular Science, Popular Science
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Landscape Photography, Child Care and Education;  Visual Effects;  Fashion Photography
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Cute Pets, Workplace Culture;  Pet Therapies
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,10,Satirical Parody, Dance Performance;  Dance Performance;  Satirical Parody;  Landscape Photography
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Education and Campus, Campus Life;  Technology
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,12,Product Review, Product Review;  Productivity Tips;  Product Review;  Time Management;  Product Review/Recommendations;  Product Review/Recommendations';  Time Management;  Product Recommendations;  Product Review
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Product Review, Product Review
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Landscape Photography, Photography
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Product Review, Others;  Product Review
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,4,Outfit Recommendations, Product Review;  Popular Science;  Fashion Tips
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,2,Outfit Recommendations, Fashion Inspiration;  Plot Summary
27732757537,26c15fd9-a962-4b56-88bb-114c224a91f1,6,Outfit Recommendations, Wearable Technology;  Glasses;  Fashion Accessories
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,4,Social and Political News, Social Media;  Social Media Apps
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Vlog/Insights Sharing, Remote Work/Virtual Communication
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Outfit Recommendations, Clothing and Appearance
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,4,Popular Science, College Life;  Popular Science
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,6,Workplace/Interpersonal Relationships, Workplace Culture;  Dance;  Communication;  Professional Development
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Food, Food
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,8,Satirical Parody, Food Porn;  Medical Health;  Food;  Food Photography;  Workplace Humor
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Popular Science, Popular Science
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,10,Outfit Recommendations, Communication;  Fashionable Clothing;  Outfit Recommendations;  Video Calls
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Social and Political News, Controversies;  Social Issues
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Product Review, Product Review;  News and Current Events
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,16,Outfit Recommendations, Product Review;  Medical Health;  Fashion Trends;  Social Media and Technology;  Fashion Photography;  Workplace and Campus Culture;  Education and Campus Culture;  Product Review
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Landscape Photography, Fashion Photography
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,6,Landscape Photography, Fashion Photography;  Fashion Trends;  Campus Life
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Cute Pets, Petting
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Fitness and Beauty, Beauty and Grooming
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Fitness and Beauty, Makeup and Beauty
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,8,Fitness and Beauty, Makeup and Beauty;  Skill Sharing;  Beauty and Fashion;  Beauty and Grooming
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,4,Medical Health, Medical Health;  Beauty and Grooming
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,14,Satirical Parody, Music;  Dance;  Dance;  Food;  Dance Performance;  Performance Art;  Dance;  Satirical Parody
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,2,Workplace/Interpersonal Relationships, Co-Worker Relationship;  Employee-Manager Relationship
27732757537,bff2e92c-5e3d-4ae7-a710-628ed57b675a,6,Creative Editing/Dubbing, Creative Editing/Dubbing;  Cute Pets;  Dance Performance
